filepath,disease,signer,label
landmarks/CONJUCTIVITIES/SURESH/SURESH__SURESH__SURESH_8.npy,CONJUCTIVITIES,suresh,10
landmarks/Ear Ache/Shubham/Shubham__Shubham__SHUBHAM_30.npy,Ear Ache,shubham,19
landmarks/Hiv/rajkumar/RAJKUMAR_32.npy,Hiv,rajkumar,27
landmarks/Diabetes/junali/JUNALI_9.npy,Diabetes,junali,17
landmarks/Faint/rajkumar/RAJKUMAR_34.npy,Faint,rajkumar,21
landmarks/SHOULDER PAIN/harkhapratim gogoi/HARKAPRATIM_6.npy,SHOULDER PAIN,harkhapratim gogoi,36
landmarks/FLU/pranati/PRANATI_8.npy,FLU,pranati,20
landmarks/CHICKEN POX/AKASH/AKASH__AKASH__AKASH_35.npy,CHICKEN POX,akash,9
landmarks/Vomit/Kalyan/Kalyan__Kalyan__KALYAN_28.npy,Vomit,kalyan,46
landmarks/TB/Arinjit Kataki/Arinjit_Kataki__Arinjit_Kataki__ARINJIT_13.npy,TB,arinjit kataki,44
landmarks/BROKEN BONES/harkhapratim gogoi/HARKAPRATIM_12.npy,BROKEN BONES,harkhapratim gogoi,3
landmarks/Diabetes/anindita/ANINDITA_12.npy,Diabetes,anindita,17
landmarks/BROKEN BONES/prakash/PRAKASH_25.npy,BROKEN BONES,prakash,3
landmarks/BLOOD PRESSURE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_8.npy,BLOOD PRESSURE,arinjit kataki,2
landmarks/Measles/rinki/RINKI_20.npy,Measles,rinki,32
landmarks/CHICKEN POX/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_20.npy,CHICKEN POX,harkhapratim gogoi,9
landmarks/STOMACH ACHE/arinjit kataki/ARINJIT_29.npy,STOMACH ACHE,arinjit kataki,39
landmarks/Fever/Junali/Junali__Junali__WIN_20250602_12_08_52_Pro.npy,Fever,junali,22
landmarks/HEAD ACHE/pranati/PRANATI_30.npy,HEAD ACHE,pranati,23
landmarks/Itch/rajkumar/RAJKUMAR_21.npy,Itch,rajkumar,29
landmarks/Bleed/junali/JUNALI_14.npy,Bleed,junali,6
landmarks/Cramp/Junali/Junali__Junali__Junali_6.npy,Cramp,junali,14
landmarks/Ear Ache/Kalyan/Kalyan__Kalyan__KALYAN_6.npy,Ear Ache,kalyan,19
landmarks/Broken Arm/Biraj/Biraj__Biraj__BIRAJ_22.npy,Broken Arm,biraj,8
landmarks/JAUNDICE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__HARKHAPRATIM_3.npy,JAUNDICE,arinjit kataki,30
landmarks/Rash/Biraj/Biraj__Biraj__BIRAJ_13.npy,Rash,biraj,34
landmarks/HEART ATTACK/AKASH/AKASH__AKASH__AKASH_20.npy,HEART ATTACK,akash,24
landmarks/HEART ATTACK/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_13.npy,HEART ATTACK,arinjit kataki,24
landmarks/JAUNDICE/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_7.npy,JAUNDICE,harkhapratim gogoi,30
landmarks/MUMPSE/NARESH/NARESH__NARESH__NARESH_5.npy,MUMPSE,naresh,31
landmarks/HEART ATTACK/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_19.npy,HEART ATTACK,arinjit kataki,24
landmarks/Diabetes/rajkumar/RAJKUMAR_31.npy,Diabetes,rajkumar,17
landmarks/Faint/anindita/ANINDITA_10.npy,Faint,anindita,21
landmarks/RUNNY NOSE/harkhapratim gogoi/HARKAPRATIM_34.npy,RUNNY NOSE,harkhapratim gogoi,33
landmarks/Allergies/Bishal/Bishal__Bishal__BISHAL_15.npy,Allergies,bishal,1
landmarks/Broken Arm/Bishal/Bishal__Bishal__BISHAL_3.npy,Broken Arm,bishal,8
landmarks/Ear Ache/Kalyan/Kalyan__Kalyan__KALYAN_21.npy,Ear Ache,kalyan,19
landmarks/ASTHMA/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_28.npy,ASTHMA,arinjit kataki,0
landmarks/ASTHMA/NARESH/NARESH__NARESH__NARESH_7.npy,ASTHMA,naresh,0
landmarks/HEART ATTACK/NARESH/NARESH__NARESH__NARESH_13.npy,HEART ATTACK,naresh,24
landmarks/Sore Finger/Rinki/Rinki__Rinki__Rinki_1.npy,Sore Finger,rinki,41
landmarks/HEART ATTACK/AKASH/AKASH__AKASH__AKASH_29.npy,HEART ATTACK,akash,24
landmarks/Broken Arm/Biraj/Biraj__Biraj__BIRAJ_26.npy,Broken Arm,biraj,8
landmarks/Sneeze/Rinki/Rinki__Rinki__Rinki_13.npy,Sneeze,rinki,40
landmarks/RUNNY NOSE/chayanika/CHAYANIKA_24.npy,RUNNY NOSE,chayanika,33
landmarks/Cold/Kalyan/Kalyan__Kalyan__KALYAN_1.npy,Cold,kalyan,12
landmarks/HEAT BURN/harkhapratim gogoi/HARKAPRATIM_7.npy,HEAT BURN,harkhapratim gogoi,25
landmarks/Hiv/rinki/RINKI_8.npy,Hiv,rinki,27
landmarks/Ear Ache/Biraj/Biraj__Biraj__BIRAJ_38.npy,Ear Ache,biraj,19
landmarks/Rash/Bishal/Bishal__Bishal__BISHAL_26.npy,Rash,bishal,34
landmarks/ASTHMA/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_16.npy,ASTHMA,arinjit kataki,0
landmarks/RUNNY NOSE/prakash/PRAKASH_32.npy,RUNNY NOSE,prakash,33
landmarks/Swell/anindita/WIN_20250602_12_23_00_Pro.npy,Swell,anindita,43
landmarks/Rash/Bishal/Bishal__Bishal__BISHAL_30.npy,Rash,bishal,34
landmarks/DIARRHOEA/Akash/Akash__Akash__AKASH_12.npy,DIARRHOEA,akash,16
landmarks/Swell/Junali/Junali__Junali__Junali_4.npy,Swell,junali,43
landmarks/Diabetes/rajkumar/RAJKUMAR_10.npy,Diabetes,rajkumar,17
landmarks/SHOULDER PAIN/chayanika/CHAYANIKA_10.npy,SHOULDER PAIN,chayanika,36
landmarks/HEAD ACHE/harkhapratim gogoi/HARKAPRATIM_6.npy,HEAD ACHE,harkhapratim gogoi,23
landmarks/Cancer/rajkumar/RAJKUMAR_23.npy,Cancer,rajkumar,11
landmarks/Sore Finger/Rinki/Rinki__Rinki__Rinki_27.npy,Sore Finger,rinki,41
landmarks/Retching/rupanjali/RUPANJALI_33.npy,Retching,rupanjali,35
landmarks/Faint/rajkumar/RAJKUMAR_20.npy,Faint,rajkumar,21
landmarks/Cramp/Anindita/Anindita__Anindita__WIN_20250602_12_25_32_Pro.npy,Cramp,anindita,14
landmarks/HEART ATTACK/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_23.npy,HEART ATTACK,arinjit kataki,24
landmarks/HEART ATTACK/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_6.npy,HEART ATTACK,arinjit kataki,24
landmarks/Fever/Rinki/Rinki__Rinki__WIN_20250602_12_57_43_Pro.npy,Fever,rinki,22
landmarks/HEAD ACHE/chayanika/CHAYANIKA_3.npy,HEAD ACHE,chayanika,23
landmarks/Fever/Rinki/Rinki__Rinki__WIN_20250602_12_59_10_Pro.npy,Fever,rinki,22
landmarks/Rash/Kalyan/Kalyan__Kalyan__KALYAN_6.npy,Rash,kalyan,34
landmarks/CONJUCTIVITIES/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_18.npy,CONJUCTIVITIES,harkhapratim gogoi,10
landmarks/Swell/anindita/WIN_20250602_12_22_20_Pro.npy,Swell,anindita,43
landmarks/HEAD ACHE/arinjit kataki/ARINJIT_35.npy,HEAD ACHE,arinjit kataki,23
landmarks/nausea/rupanjali/RUPANJALI_34.npy,nausea,rupanjali,47
landmarks/Ear Ache/Biraj/Biraj__Biraj__BIRAJ_13.npy,Ear Ache,biraj,19
landmarks/Retching/rinki/RINKI_14.npy,Retching,rinki,35
landmarks/Diabetes/junali/JUNALI_8.npy,Diabetes,junali,17
landmarks/Ear Ache/Bishal/Bishal__Bishal__BISHAL_41.npy,Ear Ache,bishal,19
landmarks/HEAT BURN/prakash/PRAKASH_17.npy,HEAT BURN,prakash,25
landmarks/Tooth ache/anindita/Anindita_23.npy,Tooth ache,anindita,45
landmarks/Back Ache/Anindita/Anindita__Anindita__Anindita_14.npy,Back Ache,anindita,5
landmarks/Back Ache/Rinki/Rinki__Rinki__WIN_20250602_12_32_13_Pro.npy,Back Ache,rinki,5
landmarks/Retching/rupanjali/RUPANJALI_25.npy,Retching,rupanjali,35
landmarks/Swell/Junali/Junali__Junali__Junali_12.npy,Swell,junali,43
landmarks/Allergies/Bishal/Bishal__Bishal__BISHAL_13.npy,Allergies,bishal,1
landmarks/Bleed/rajkumar/RAJKUMAR_2.npy,Bleed,rajkumar,6
landmarks/TB/Naresh/Naresh__Naresh__NARESH_7.npy,TB,naresh,44
landmarks/Retching/rupanjali/RUPANJALI_10.npy,Retching,rupanjali,35
landmarks/CONJUCTIVITIES/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_34.npy,CONJUCTIVITIES,arinjit kataki,10
landmarks/Cramp/Junali/Junali__Junali__WIN_20250602_12_04_33_Pro.npy,Cramp,junali,14
landmarks/Back Ache/Rinki/Rinki__Rinki__Rinki_7.npy,Back Ache,rinki,5
landmarks/HEART ATTACK/AKASH/AKASH__AKASH__AKASH_16.npy,HEART ATTACK,akash,24
landmarks/DIARRHOEA/Naresh/Naresh__Naresh__NARESH_26.npy,DIARRHOEA,naresh,16
landmarks/CONJUCTIVITIES/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_15.npy,CONJUCTIVITIES,harkhapratim gogoi,10
landmarks/Measles/rupanjali/RUPANJALI_2.npy,Measles,rupanjali,32
landmarks/Measles/junali/JUNALI_2.npy,Measles,junali,32
landmarks/Bone Fracture/junali/JUNALI_8.npy,Bone Fracture,junali,7
landmarks/Fever/Junali/Junali__Junali__WIN_20250602_12_07_42_Pro.npy,Fever,junali,22
landmarks/STOMACH ACHE/chayanika/CHAYANIKA_24.npy,STOMACH ACHE,chayanika,39
landmarks/MUMPSE/NARESH/NARESH__NARESH__NARESH_27.npy,MUMPSE,naresh,31
landmarks/BLOOD PRESSURE/NARESH/NARESH__NARESH__NARESH_8.npy,BLOOD PRESSURE,naresh,2
landmarks/Broken Arm/Kalyan/Kalyan__Kalyan__KALYAN_33.npy,Broken Arm,kalyan,8
landmarks/Fever/Rinki/Rinki__Rinki__WIN_20250602_12_59_39_Pro.npy,Fever,rinki,22
landmarks/CONJUCTIVITIES/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_21.npy,CONJUCTIVITIES,harkhapratim gogoi,10
landmarks/Cold/Kalyan/Kalyan__Kalyan__KALYAN_7.npy,Cold,kalyan,12
landmarks/HEAD ACHE/harkhapratim gogoi/HARKAPRATIM_16.npy,HEAD ACHE,harkhapratim gogoi,23
landmarks/Fever/Rinki/Rinki__Rinki__WIN_20250602_12_59_45_Pro.npy,Fever,rinki,22
landmarks/SHOULDER PAIN/arinjit kataki/ARINJIT_16.npy,SHOULDER PAIN,arinjit kataki,36
landmarks/STD/AKASH/AKASH__AKASH__AKASH_7.npy,STD,akash,38
landmarks/ASTHMA/SURESH/SURESH__SURESH__SURESH_6.npy,ASTHMA,suresh,0
landmarks/nausea/Rajkumar/Rajkumar__Rajkumar__RAJKUMAR_2.npy,nausea,rajkumar,47
landmarks/TB/Akash/Akash__Akash__AKASH_9.npy,TB,akash,44
landmarks/HEAT BURN/prakash/PRAKASH_34.npy,HEAT BURN,prakash,25
landmarks/Dizziness/Junali/Junali__Junali__WIN_20250602_11_48_55_Pro.npy,Dizziness,junali,18
landmarks/Diabetes/rinki/RINKI_26.npy,Diabetes,rinki,17
landmarks/BROKEN BONES/prakash/PRAKASH_20.npy,BROKEN BONES,prakash,3
landmarks/DIARRHOEA/Akash/Akash__Akash__AKASH_24.npy,DIARRHOEA,akash,16
landmarks/Sore Finger/Junali/Junali__Junali__WIN_20250602_11_50_24_Pro.npy,Sore Finger,junali,41
landmarks/Cancer/junali/JUNALI_3.npy,Cancer,junali,11
landmarks/Broken Arm/Shubham/Shubham__Shubham__SHUBHAM_22.npy,Broken Arm,shubham,8
landmarks/Broken Arm/Shubham/Shubham__Shubham__SHUBHAM_7.npy,Broken Arm,shubham,8
landmarks/JAUNDICE/AKASH/AKASH__AKASH__AKASH_13.npy,JAUNDICE,akash,30
landmarks/Swell/Rinki/Rinki__Rinki__WIN_20250602_12_45_11_Pro.npy,Swell,rinki,43
landmarks/Sneeze/Rinki/Rinki__Rinki__Rinki_16.npy,Sneeze,rinki,40
landmarks/Injury/Shubham/Shubham__Shubham__SHUBHAM_13.npy,Injury,shubham,28
landmarks/Sunburn/Kalyan/Kalyan__Kalyan__KALYAN_16.mp4.npy,Sunburn,kalyan,42
landmarks/BROKEN BONES/prakash/PRAKASH_32.npy,BROKEN BONES,prakash,3
landmarks/Sunburn/Biraj/Biraj__Biraj__BIRAJ_6.npy,Sunburn,biraj,42
landmarks/Cancer/rupanjali/RUPANJALI_14.npy,Cancer,rupanjali,11
landmarks/Faint/rupanjali/RUPANJALI_15.npy,Faint,rupanjali,21
landmarks/STD/AKASH/AKASH__AKASH__AKASH_40.npy,STD,akash,38
landmarks/CHICKEN POX/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_12.npy,CHICKEN POX,harkhapratim gogoi,9
landmarks/nausea/anindita/ANINDITA_1.npy,nausea,anindita,47
landmarks/MUMPSE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_16.npy,MUMPSE,arinjit kataki,31
landmarks/Sunburn/Biraj/Biraj__Biraj__BIRAJ_1.npy,Sunburn,biraj,42
landmarks/HEAD ACHE/prakash/PRAKASH_5.npy,HEAD ACHE,prakash,23
landmarks/Swell/Junali/Junali__Junali__Junali_29.npy,Swell,junali,43
landmarks/HEART ATTACK/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_46.npy,HEART ATTACK,harkhapratim gogoi,24
landmarks/Sore Finger/Rinki/Rinki__Rinki__Rinki_6.npy,Sore Finger,rinki,41
landmarks/Retching/rajkumar/RAJKUMAR_15.npy,Retching,rajkumar,35
landmarks/Dizziness/Rinki/Rinki__Rinki__WIN_20250602_12_35_16_Pro.npy,Dizziness,rinki,18
landmarks/BROKEN BONES/prakash/PRAKASH_10.npy,BROKEN BONES,prakash,3
landmarks/Injury/Bishal/Bishal__Bishal__BISHAL_20.npy,Injury,bishal,28
landmarks/Hiv/anindita/ANINDITA_14.npy,Hiv,anindita,27
landmarks/Rash/Umiraj/Umiraj__Umiraj__UMIRAJ_12.npy,Rash,umiraj,34
landmarks/Cold/Bishal/Bishal__Bishal__BISHAL_17.npy,Cold,bishal,12
landmarks/Sore Finger/Rinki/Rinki__Rinki__Rinki_10.npy,Sore Finger,rinki,41
landmarks/Bleed/anindita/ANINDITA_9.npy,Bleed,anindita,6
landmarks/Injury/Bishal/Bishal__Bishal__BISHAL_21.npy,Injury,bishal,28
landmarks/Faint/junali/JUNALI_20.npy,Faint,junali,21
landmarks/Back Ache/Rinki/Rinki__Rinki__WIN_20250602_12_32_18_Pro.npy,Back Ache,rinki,5
landmarks/Measles/rajkumar/RAJKUMAR_16.npy,Measles,rajkumar,32
landmarks/SORE THROAT/pranati/PRANATI_21.npy,SORE THROAT,pranati,37
landmarks/FLU/pranati/PRANATI_20.npy,FLU,pranati,20
landmarks/JAUNDICE/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_24.npy,JAUNDICE,harkhapratim gogoi,30
landmarks/STD/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_44.npy,STD,arinjit kataki,38
landmarks/CONJUCTIVITIES/NARESH/NARESH__NARESH__NARESH_11.npy,CONJUCTIVITIES,naresh,10
landmarks/Rash/Bishal/Bishal__Bishal__BISHAL_28.npy,Rash,bishal,34
landmarks/Vomit/Kalyan/Kalyan__Kalyan__KALYAN_33.npy,Vomit,kalyan,46
landmarks/BRUISE/chayanika/CHAYANIKA_4.npy,BRUISE,chayanika,4
landmarks/Itch/rupanjali/RUPANJALI_27.npy,Itch,rupanjali,29
landmarks/STD/AKASH/AKASH__AKASH__AKASH_42.npy,STD,akash,38
landmarks/SHOULDER PAIN/harkhapratim gogoi/HARKAPRATIM_8.npy,SHOULDER PAIN,harkhapratim gogoi,36
landmarks/MUMPSE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_21.npy,MUMPSE,arinjit kataki,31
landmarks/Bone Fracture/rinki/RINKI_23.npy,Bone Fracture,rinki,7
landmarks/Allergies/Bishal/Bishal__Bishal__BISHAL_6.npy,Allergies,bishal,1
landmarks/Dizziness/anindita/WIN_20250602_12_15_48_Pro.npy,Dizziness,anindita,18
landmarks/Sneeze/Rinki/Rinki__Rinki__Rinki_19.npy,Sneeze,rinki,40
landmarks/Swell/anindita/Anindita_5.npy,Swell,anindita,43
landmarks/Swell/anindita/Anindita_24.npy,Swell,anindita,43
landmarks/BROKEN BONES/chayanika/CHAYANIKA_22.npy,BROKEN BONES,chayanika,3
landmarks/Faint/anindita/ANINDITA_5.npy,Faint,anindita,21
landmarks/Ear Ache/Shubham/Shubham__Shubham__SHUBHAM_14.npy,Ear Ache,shubham,19
landmarks/Sneeze/Rinki/Rinki__Rinki__Rinki_33.npy,Sneeze,rinki,40
landmarks/TB/Naresh/Naresh__Naresh__NARESH_12.npy,TB,naresh,44
landmarks/nausea/rupanjali/RUPANJALI_21.npy,nausea,rupanjali,47
landmarks/STD/NARESH/NARESH__NARESH__NARESH_9.npy,STD,naresh,38
landmarks/Cancer/rupanjali/RUPANJALI_18.npy,Cancer,rupanjali,11
landmarks/ASTHMA/NARESH/NARESH__NARESH__NARESH_13.npy,ASTHMA,naresh,0
landmarks/Tooth ache/anindita/Anindita_16.npy,Tooth ache,anindita,45
landmarks/JAUNDICE/NARESH/NARESH__NARESH__NARESH_9.npy,JAUNDICE,naresh,30
landmarks/HEART ATTACK/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_14.npy,HEART ATTACK,harkhapratim gogoi,24
landmarks/BRUISE/harkhapratim gogoi/HARKAPRATIM_23.npy,BRUISE,harkhapratim gogoi,4
landmarks/Sunburn/Biraj/Biraj__Biraj__BIRAJ_16.npy,Sunburn,biraj,42
landmarks/JAUNDICE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__HARKHAPRATIM_17.npy,JAUNDICE,arinjit kataki,30
landmarks/Injury/Shubham/Shubham__Shubham__SHUBHAM_8.npy,Injury,shubham,28
landmarks/TB/Arinjit Kataki/Arinjit_Kataki__Arinjit_Kataki__ARINJIT_26.npy,TB,arinjit kataki,44
landmarks/HEART ATTACK/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_14.npy,HEART ATTACK,arinjit kataki,24
landmarks/FLU/harkhapratim gogoi/HARKAPRATIM_17.npy,FLU,harkhapratim gogoi,20
landmarks/MUMPSE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_9.npy,MUMPSE,arinjit kataki,31
landmarks/MUMPSE/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM46.npy,MUMPSE,harkhapratim gogoi,31
landmarks/CONJUCTIVITIES/AKASH/AKASH__AKASH__AKASH_3.npy,CONJUCTIVITIES,akash,10
landmarks/Ear Ache/Umiraj/Umiraj__Umiraj__UMIRAJ_17.npy,Ear Ache,umiraj,19
landmarks/RUNNY NOSE/pranati/PRANATI_7.npy,RUNNY NOSE,pranati,33
landmarks/Fever/Rinki/Rinki__Rinki__WIN_20250602_12_58_06_Pro.npy,Fever,rinki,22
landmarks/Sneeze/Anindita/Anindita__Anindita__WIN_20250602_12_20_42_Pro.npy,Sneeze,anindita,40
landmarks/HEAD ACHE/pranati/PRANATI_3.npy,HEAD ACHE,pranati,23
landmarks/Cold/Biraj/Biraj__Biraj__BIRAJ_28.npy,Cold,biraj,12
landmarks/Dizziness/Rinki/Rinki__Rinki__WIN_20250602_12_34_26_Pro.npy,Dizziness,rinki,18
landmarks/Fever/Junali/Junali__Junali__Junali_7.npy,Fever,junali,22
landmarks/Cough/Biraj/Biraj__Biraj__BIRAJ_13.npy,Cough,biraj,13
landmarks/DIARRHOEA/Arinjit Kataki/Arinjit_Kataki__Arinjit_Kataki__ARINJIT_18.npy,DIARRHOEA,arinjit kataki,16
landmarks/Cough/Umiraj/Umiraj__Umiraj__UMIRAJ_6.npy,Cough,umiraj,13
landmarks/HEAT BURN/harkhapratim gogoi/HARKAPRATIM_21.npy,HEAT BURN,harkhapratim gogoi,25
landmarks/Cramp/Junali/Junali__Junali__Junali_18.npy,Cramp,junali,14
landmarks/Fever/Rinki/Rinki__Rinki__Rinki_1.npy,Fever,rinki,22
landmarks/CHICKEN POX/AKASH/AKASH__AKASH__AKASH_25.npy,CHICKEN POX,akash,9
landmarks/Bleed/rupanjali/RUPANJALI_25.npy,Bleed,rupanjali,6
landmarks/Diabetes/rinki/RINKI_1.npy,Diabetes,rinki,17
landmarks/HEPATITIS/AKASH/AKASH__AKASH__AKASH_10.npy,HEPATITIS,akash,26
landmarks/SORE THROAT/chayanika/CHAYANIKA_16.npy,SORE THROAT,chayanika,37
landmarks/DIARRHOEA/Akash/Akash__Akash__AKASH_29.npy,DIARRHOEA,akash,16
landmarks/CONJUCTIVITIES/NARESH/NARESH__NARESH__NARESH_8.npy,CONJUCTIVITIES,naresh,10
landmarks/Vomit/Shubham/Shubham__Shubham__SHUBHAM_4.npy,Vomit,shubham,46
landmarks/Fever/anindita/Anindita_11.npy,Fever,anindita,22
landmarks/HEART ATTACK/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_32.npy,HEART ATTACK,arinjit kataki,24
landmarks/JAUNDICE/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_36.npy,JAUNDICE,harkhapratim gogoi,30
landmarks/CONJUCTIVITIES/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_16.npy,CONJUCTIVITIES,arinjit kataki,10
landmarks/HEAT BURN/prakash/PRAKASH_32.npy,HEAT BURN,prakash,25
landmarks/DIARRHOEA/harkhapratim gogoi/HARKHAPRATIM_1.npy,DIARRHOEA,harkhapratim gogoi,16
landmarks/BRUISE/prakash/PRAKASH_25.npy,BRUISE,prakash,4
landmarks/Dizziness/anindita/WIN_20250602_12_15_38_Pro.npy,Dizziness,anindita,18
landmarks/Vomit/Biraj/Biraj__Biraj__BIRAJ_19.npy,Vomit,biraj,46
landmarks/Diabetes/rinki/RINKI_18.npy,Diabetes,rinki,17
landmarks/JAUNDICE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_7.npy,JAUNDICE,arinjit kataki,30
landmarks/FLU/prakash/PRAKASH_13.npy,FLU,prakash,20
landmarks/Cold/Kalyan/Kalyan__Kalyan__KALYAN_3.npy,Cold,kalyan,12
landmarks/JAUNDICE/AKASH/AKASH__AKASH__AKASH_10.npy,JAUNDICE,akash,30
landmarks/Sore Finger/Anindita/Anindita__Anindita__WIN_20250602_12_19_16_Pro.npy,Sore Finger,anindita,41
landmarks/BLOOD PRESSURE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_14.npy,BLOOD PRESSURE,arinjit kataki,2
landmarks/Measles/rinki/RINKI_29.npy,Measles,rinki,32
landmarks/RUNNY NOSE/prakash/PRAKASH_12.npy,RUNNY NOSE,prakash,33
landmarks/BROKEN BONES/prakash/PRAKASH_34.npy,BROKEN BONES,prakash,3
landmarks/Sunburn/Bishal/Bishal__Bishal__BISHAL_8.npy,Sunburn,bishal,42
landmarks/Back Ache/Rinki/Rinki__Rinki__Rinki_4.npy,Back Ache,rinki,5
landmarks/Bone Fracture/rajkumar/RAJKUMAR_13.npy,Bone Fracture,rajkumar,7
landmarks/Bone Fracture/rinki/RINKI_7.npy,Bone Fracture,rinki,7
landmarks/Dizziness/anindita/Anindita_8.npy,Dizziness,anindita,18
landmarks/DIARRHOEA/Suresh/Suresh__Suresh__SURESH_6.npy,DIARRHOEA,suresh,16
landmarks/SHOULDER PAIN/prakash/PRAKASH_19.npy,SHOULDER PAIN,prakash,36
landmarks/Cut/Biraj/Biraj__Biraj__BIRAJ_3.npy,Cut,biraj,15
landmarks/BROKEN BONES/prakash/PRAKASH_38.npy,BROKEN BONES,prakash,3
landmarks/FLU/chayanika/CHAYANIKA_5.npy,FLU,chayanika,20
landmarks/Dizziness/Rinki/Rinki__Rinki__WIN_20250602_12_35_41_Pro.npy,Dizziness,rinki,18
landmarks/Faint/junali/JUNALI_18.npy,Faint,junali,21
landmarks/HEART ATTACK/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_2.npy,HEART ATTACK,harkhapratim gogoi,24
landmarks/BLOOD PRESSURE/NARESH/NARESH__NARESH__NARESH_12.npy,BLOOD PRESSURE,naresh,2
landmarks/Retching/junali/JUNALI_3.npy,Retching,junali,35
landmarks/JAUNDICE/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_21.npy,JAUNDICE,arinjit kataki,30
landmarks/TB/Naresh/Naresh__Naresh__NARESH_17.npy,TB,naresh,44
landmarks/CONJUCTIVITIES/AKASH/AKASH__AKASH__AKASH_18.npy,CONJUCTIVITIES,akash,10
landmarks/HEAT BURN/arinjit kataki/ARINJIT_ 6.npy,HEAT BURN,arinjit kataki,25
landmarks/Bone Fracture/anindita/ANINDITA_13.npy,Bone Fracture,anindita,7
landmarks/STOMACH ACHE/arinjit kataki/ARINJIT_15.npy,STOMACH ACHE,arinjit kataki,39
landmarks/nausea/junali/JUNALI_19.npy,nausea,junali,47
landmarks/Sneeze/Anindita/Anindita__Anindita__Anindita_5.npy,Sneeze,anindita,40
landmarks/Bleed/anindita/ANINDITA_22.npy,Bleed,anindita,6
landmarks/BLOOD PRESSURE/HARKHAPRATIM GOGOI/HARKHAPRATIM_GOGOI__HARKHAPRATIM_GOGOI__HARKHAPRATIM_8.npy,BLOOD PRESSURE,harkhapratim gogoi,2
landmarks/HEPATITIS/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_30.npy,HEPATITIS,arinjit kataki,26
landmarks/STD/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_19.npy,STD,arinjit kataki,38
landmarks/CONJUCTIVITIES/ARINJIT KATAKI/ARINJIT_KATAKI__ARINJIT_KATAKI__ARINJIT_35.npy,CONJUCTIVITIES,arinjit kataki,10
landmarks/Faint/junali/JUNALI_1.npy,Faint,junali,21
landmarks/BROKEN BONES/prakash/PRAKASH_45.npy,BROKEN BONES,prakash,3
